frame;time;springs;totalCurrent;totalRest;maxStretchRatio;avgStretchRatio;len0;len1;len2;len3;len4;len5;len6;len7;len8;len9;len10;len11;len12;len13;len14;len15;len16;len17;len18
62;2.066666;19;19.001600;19.000000;1.000085;1.000084;1.000085;1.000085;1.000085;1.000084;1.000085;1.000084;1.000084;1.000085;1.000084;1.000084;1.000084;1.000085;1.000083;1.000085;1.000083;1.000085;1.000084;1.000083;1.000084
63;2.099999;19;19.001810;19.000000;1.000096;1.000095;1.000096;1.000096;1.000096;1.000095;1.000096;1.000095;1.000096;1.000095;1.000095;1.000095;1.000095;1.000095;1.000095;1.000095;1.000094;1.000095;1.000095;1.000094;1.000095
64;2.133333;19;19.003960;19.000000;1.000210;1.000208;1.000209;1.000210;1.000209;1.000209;1.000209;1.000209;1.000209;1.000209;1.000209;1.000208;1.000208;1.000208;1.000208;1.000208;1.000208;1.000207;1.000208;1.000207;1.000206
65;2.166666;19;19.004800;19.000000;1.000254;1.000253;1.000254;1.000254;1.000254;1.000254;1.000253;1.000253;1.000254;1.000253;1.000253;1.000253;1.000252;1.000253;1.000252;1.000252;1.000251;1.000252;1.000251;1.000251;1.000251
66;2.199999;19;19.004730;19.000000;1.000250;1.000249;1.000250;1.000250;1.000250;1.000250;1.000250;1.000249;1.000249;1.000249;1.000249;1.000249;1.000249;1.000248;1.000248;1.000248;1.000248;1.000248;1.000247;1.000247;1.000247
67;2.233333;19;19.004610;19.000000;1.000244;1.000243;1.000244;1.000244;1.000244;1.000243;1.000244;1.000243;1.000243;1.000243;1.000243;1.000243;1.000243;1.000243;1.000242;1.000242;1.000242;1.000242;1.000241;1.000241;1.000241
68;2.266666;19;19.004710;19.000000;1.000249;1.000248;1.000249;1.000249;1.000249;1.000249;1.000249;1.000248;1.000248;1.000248;1.000248;1.000248;1.000248;1.000247;1.000248;1.000247;1.000247;1.000247;1.000246;1.000247;1.000246
69;2.299999;19;19.004880;19.000000;1.000258;1.000257;1.000258;1.000258;1.000258;1.000258;1.000258;1.000258;1.000258;1.000257;1.000257;1.000257;1.000257;1.000257;1.000257;1.000257;1.000256;1.000256;1.000255;1.000256;1.000255
70;2.333333;19;19.005020;19.000000;1.000265;1.000264;1.000265;1.000265;1.000265;1.000265;1.000265;1.000265;1.000264;1.000265;1.000264;1.000264;1.000264;1.000264;1.000264;1.000263;1.000263;1.000263;1.000263;1.000263;1.000262
71;2.366666;19;19.005110;19.000000;1.000270;1.000269;1.000270;1.000270;1.000270;1.000270;1.000270;1.000270;1.000270;1.000270;1.000269;1.000269;1.000269;1.000269;1.000269;1.000268;1.000269;1.000268;1.000268;1.000268;1.000267
72;2.399999;19;19.005210;19.000000;1.000275;1.000274;1.000275;1.000275;1.000275;1.000275;1.000275;1.000275;1.000275;1.000275;1.000275;1.000274;1.000274;1.000274;1.000274;1.000274;1.000273;1.000273;1.000273;1.000272;1.000272
73;2.433332;19;19.005310;19.000000;1.000281;1.000280;1.000281;1.000280;1.000281;1.000280;1.000280;1.000280;1.000280;1.000280;1.000280;1.000280;1.000280;1.000279;1.000279;1.000279;1.000278;1.000279;1.000278;1.000278;1.000278
74;2.466666;19;19.005410;19.000000;1.000286;1.000285;1.000286;1.000286;1.000286;1.000286;1.000286;1.000285;1.000285;1.000285;1.000285;1.000285;1.000285;1.000284;1.000284;1.000284;1.000284;1.000284;1.000283;1.000283;1.000282
75;2.499999;19;19.005500;19.000000;1.000291;1.000290;1.000291;1.000291;1.000291;1.000290;1.000291;1.000290;1.000290;1.000290;1.000290;1.000290;1.000289;1.000289;1.000289;1.000289;1.000289;1.000288;1.000288;1.000288;1.000287
76;2.533332;19;19.005580;19.000000;1.000295;1.000294;1.000295;1.000295;1.000295;1.000295;1.000295;1.000295;1.000295;1.000294;1.000294;1.000294;1.000294;1.000294;1.000294;1.000293;1.000293;1.000293;1.000293;1.000292;1.000292
77;2.566666;19;19.005660;19.000000;1.000300;1.000298;1.000299;1.000300;1.000299;1.000299;1.000299;1.000299;1.000299;1.000299;1.000299;1.000298;1.000298;1.000298;1.000298;1.000298;1.000297;1.000297;1.000297;1.000297;1.000296
78;2.599999;19;19.005740;19.000000;1.000304;1.000302;1.000304;1.000303;1.000303;1.000303;1.000303;1.000303;1.000303;1.000303;1.000302;1.000302;1.000302;1.000302;1.000302;1.000301;1.000301;1.000301;1.000301;1.000300;1.000300
79;2.633332;19;19.005800;19.000000;1.000307;1.000306;1.000307;1.000307;1.000307;1.000306;1.000307;1.000306;1.000306;1.000306;1.000306;1.000306;1.000306;1.000305;1.000305;1.000305;1.000304;1.000305;1.000304;1.000304;1.000304
80;2.666666;19;19.005870;19.000000;1.000310;1.000309;1.000310;1.000310;1.000310;1.000310;1.000310;1.000310;1.000309;1.000309;1.000309;1.000309;1.000309;1.000309;1.000308;1.000308;1.000308;1.000307;1.000308;1.000307;1.000306
81;2.699999;19;19.005920;19.000000;1.000313;1.000312;1.000313;1.000313;1.000313;1.000313;1.000312;1.000313;1.000312;1.000312;1.000312;1.000312;1.000311;1.000311;1.000311;1.000311;1.000311;1.000310;1.000311;1.000310;1.000309
82;2.733332;19;19.005970;19.000000;1.000316;1.000314;1.000316;1.000316;1.000315;1.000316;1.000315;1.000315;1.000315;1.000315;1.000315;1.000314;1.000314;1.000314;1.000314;1.000313;1.000314;1.000313;1.000313;1.000312;1.000312
83;2.766665;19;19.006010;19.000000;1.000318;1.000316;1.000318;1.000318;1.000318;1.000318;1.000317;1.000317;1.000317;1.000317;1.000317;1.000317;1.000316;1.000316;1.000316;1.000316;1.000316;1.000315;1.000315;1.000315;1.000314
84;2.799999;19;19.006050;19.000000;1.000320;1.000318;1.000320;1.000320;1.000319;1.000319;1.000319;1.000319;1.000319;1.000319;1.000319;1.000318;1.000318;1.000318;1.000318;1.000317;1.000317;1.000317;1.000317;1.000317;1.000316
85;2.833332;19;19.006070;19.000000;1.000322;1.000320;1.000321;1.000322;1.000321;1.000321;1.000321;1.000320;1.000321;1.000320;1.000320;1.000320;1.000319;1.000319;1.000319;1.000319;1.000318;1.000319;1.000318;1.000317;1.000318
86;2.866665;19;19.006090;19.000000;1.000322;1.000321;1.000322;1.000322;1.000322;1.000322;1.000322;1.000322;1.000321;1.000321;1.000321;1.000321;1.000321;1.000320;1.000320;1.000320;1.000319;1.000319;1.000319;1.000319;1.000318
87;2.899999;19;19.006110;19.000000;1.000323;1.000321;1.000323;1.000323;1.000323;1.000322;1.000323;1.000322;1.000322;1.000322;1.000322;1.000322;1.000321;1.000321;1.000321;1.000321;1.000320;1.000320;1.000319;1.000320;1.000319
88;2.933332;19;19.006110;19.000000;1.000323;1.000321;1.000323;1.000323;1.000323;1.000323;1.000322;1.000322;1.000322;1.000322;1.000322;1.000322;1.000322;1.000321;1.000321;1.000321;1.000320;1.000320;1.000321;1.000319;1.000319
89;2.966665;19;19.006110;19.000000;1.000323;1.000321;1.000323;1.000323;1.000323;1.000323;1.000323;1.000322;1.000322;1.000322;1.000322;1.000322;1.000322;1.000321;1.000321;1.000321;1.000320;1.000320;1.000320;1.000319;1.000319
90;2.999999;19;19.006100;19.000000;1.000323;1.000321;1.000322;1.000323;1.000322;1.000322;1.000322;1.000322;1.000322;1.000322;1.000321;1.000321;1.000321;1.000321;1.000321;1.000320;1.000320;1.000319;1.000320;1.000319;1.000319
91;3.033332;19;19.006080;19.000000;1.000322;1.000320;1.000322;1.000322;1.000322;1.000322;1.000321;1.000321;1.000321;1.000321;1.000321;1.000320;1.000320;1.000320;1.000320;1.000319;1.000319;1.000319;1.000318;1.000318;1.000318
92;3.066665;19;19.006060;19.000000;1.000321;1.000319;1.000321;1.000320;1.000321;1.000320;1.000320;1.000320;1.000320;1.000319;1.000319;1.000319;1.000319;1.000319;1.000318;1.000318;1.000318;1.000318;1.000317;1.000318;1.000316
93;3.099998;19;19.006030;19.000000;1.000319;1.000317;1.000319;1.000319;1.000318;1.000319;1.000318;1.000318;1.000318;1.000318;1.000318;1.000317;1.000317;1.000317;1.000317;1.000317;1.000317;1.000316;1.000316;1.000316;1.000315
94;3.133332;19;19.005990;19.000000;1.000317;1.000315;1.000317;1.000317;1.000317;1.000317;1.000316;1.000316;1.000316;1.000316;1.000316;1.000315;1.000315;1.000315;1.000315;1.000315;1.000314;1.000314;1.000314;1.000313;1.000313
95;3.166665;19;19.005950;19.000000;1.000315;1.000313;1.000315;1.000314;1.000315;1.000314;1.000314;1.000314;1.000314;1.000314;1.000313;1.000313;1.000313;1.000313;1.000312;1.000312;1.000312;1.000312;1.000311;1.000311;1.000311
96;3.199998;19;19.005900;19.000000;1.000312;1.000311;1.000312;1.000312;1.000311;1.000312;1.000311;1.000311;1.000311;1.000311;1.000311;1.000310;1.000310;1.000310;1.000310;1.000310;1.000309;1.000309;1.000309;1.000308;1.000308
97;3.233332;19;19.005840;19.000000;1.000309;1.000307;1.000309;1.000309;1.000309;1.000308;1.000308;1.000308;1.000308;1.000308;1.000308;1.000307;1.000307;1.000307;1.000307;1.000307;1.000306;1.000306;1.000306;1.000306;1.000305
98;3.266665;19;19.005780;19.000000;1.000306;1.000304;1.000306;1.000305;1.000306;1.000305;1.000305;1.000305;1.000305;1.000305;1.000304;1.000304;1.000304;1.000304;1.000304;1.000304;1.000303;1.000303;1.000303;1.000302;1.000302
99;3.299998;19;19.005700;19.000000;1.000302;1.000300;1.000302;1.000301;1.000301;1.000302;1.000301;1.000301;1.000301;1.000301;1.000301;1.000301;1.000300;1.000300;1.000300;1.000299;1.000299;1.000299;1.000299;1.000298;1.000298
100;3.333332;19;19.005630;19.000000;1.000298;1.000296;1.000298;1.000298;1.000297;1.000298;1.000297;1.000297;1.000297;1.000297;1.000297;1.000297;1.000296;1.000296;1.000296;1.000296;1.000295;1.000295;1.000295;1.000295;1.000294
